text,ataque_grupo,ataque_individual
"Gostei da entrevista, da próxima tira o microfone do ânus do câmeraman. globolixo, nao tem uma emissora competente nessa bosta de pais atrasado",1,1
"Saudades de ir no Valter com a Gaby e Crau no primeiro ano comer pão de queijo e tomar um copo grande de suco de R$2,00 enquanto fofoca (eu acabei de comprar um e tá R$3,50 credo)",0,0
vai tomar no cu estragando meu dia. gordo deveria pagar 2 passagem msm,1,1
"Todo dia sai uma puta e um tarado pelas ruas, um dia eles se encontram.",1,0
USER seus videos ta ficando uma merda,0,1
Mulheres são irritantes e não sabem ser calmas,1,0
"USER E vc pensa em alguém? Ah, vai te fuder.",0,1
"esses gay fazem parada so pra provocar, deviam voltar pro armario",1,0
tá meu amigão e eu faço oq com essas curtidas nos meus stories ? euhein que ódio dessa opção viu inferno,0,0
"Então... Dá pra listar as """"besteiras"""" de Guedes no comando do Ministério da Economia. O braço direito de Bolsonaro segue seu exemplo. URL",0,1
"além de puta vc tinha que ser incompetente Pqp, de novo as vadias fazendo merda puta que pariu",1,1
cortei a unha e agora estou escrevendo tudo errado. como faz!?,0,0
Gays do sul são snobs e acham que são superiores,1,0
só fala bobagem não tem noção,0,1
Caralho algm me ajuda tô ficando calvo sem meme,0,0
"emo cortador é tudo adolescente mimado que quer atenção, devia se matar logo",1,0
"indio vagabundo vive de bolsa familia e ainda reclama, devia trabalhar igual gente",1,0
esses maconheiro tudo tem q se fude memo,1,0
agora que eu tô sozinho nesse mal caminho cheio de piranha querendo me dar,1,0
USER eu to zoando vc mongoloide,0,1
Vocês são intolerantes e não valorizam a diversidade,1,0
"qnd q vão parar de passar pano pra o aborto??Toda mulher tem que calar a boca e aceitar que a partir do momento que tem vida, não pode matar",1,0
porra amar é cilada,0,0
"@user não pode brincar, vc faz med vet",0,0
eu conto ou vcs ??? kkkkkkkkkkkkkkkkkk,0,0
"Enfim, posso odiar crepúsculo, mas isso é uma coisa muito CHULA, muito USER, vc apenas quer fazer fita, quer seu momento de popularidade. Você não é ninguém. USER e benção filhote de cruz credo.",0,1
"esses japa fudido nao sabe falar portugues direito, devia voltar pro japao fazer sushi",1,0
"Esses brancos são mt arrogantes, acha que são melhores que todos",1,0
USER Caraiooo ficou gambá demais com esse cabelinho,0,1
seu hipócrita fala uma coisa e faz outra,0,1
q desgraça véi eu só me meto em furada,0,0
"só esses palmerense pra ser tão mongoloide assim, papo reto",1,0
rt @user estudar pra ganhar na vida como a anitta,0,0
USER Bem sapatão de porcelana... essa menina é cheia de mimimi,1,1
"Esse personal é uma vergonha. Corno ,por que não assumiu a verdade que todos viram,e que sua esposa confessou para o delegado,aí invés de ficar pagando de otario 🤔🤔 homem sempre fazendo merda e saindo inpune, sociedade nojenta",1,1
mulher q n quer filho é egoísta do krl,1,0
USER é USER mané é mané pode crê que é. Tu é neguin? pq só assim pra explicar😂😂😂😂😂😂,1,1
imagem linda demais para ser vista rapidamente,0,0
"A Reforma da Previdência do governo foi aprovada em primeiro turno na Camara, mas a luta contra os desmontes dos nossos direitos continua! Confira ponto a ponto o que conseguimos ajudar a barrar #MaisJusto https://t.co/VrWqR1sNNf",0,0
"Sinto pelo Igor muito interessante a parte dele nos programas, mas, o USER e poliglota, fala o português e várias outras merdas, infelizmente pagou o preço.",0,1
elas ja estao ate dançando caralho!!!!,0,0
Gays do sul são arrogantes e não sabem ser modestos,1,0
@user resumindo: comam as coisas antes delas mofarem,0,0
"USER USER USER USER USER ta mordido, qm cai na isca e peixe e no caso vc e um peixe palhaço. vai pra cuba, comunista encontra o resto da tua ceita",1,1
USER Tá bêbado Ladrão?? Sai pra rua seu lixo!!!,0,1
você é um frouxo do caralho sabe nem bater direito,0,1
crlh.. que merda man.. até eu que sou umas das mod da pagina fiquei puto com isso ae ein k k k 🥴,0,0
"O mundo seria melhor sem esses povo imundo invadindo pais dos outros, fato",1,0
USER Eu sendo Vascão sei muito bem o quanto este FDP já nos roubou. Ladrão é pouco para ele. pra ser juiz da cbf tem que ter de base menos 20 de QI,1,1
"vai se tratar, escroto. agora indio vagabundo vive de bolsa familia e ainda reclama, devia trabalhar igual gente",1,1
todo gay devia ser banido da internet,1,0
"preto q se acha influencer é piada, so tem 10 segundos de fama",1,0
prefiro meu cachorro q qualquer petista,1,0
“Sou fã de Crepúsculo amei o filme! Conheci há pouco tempo e gostei muito da história e da forma como foi contada. Vi um vídeo seu comentando sobre o filme e apesar de eu ter uma opinião diferente respeito o seu ponto de vista. Acho que cada pessoa interpreta a história de um jeito e isso é o que torna as conversas sobre cinema tão interessantes!,0,0
"Esses homos são mt exagerados, nem sabem o que é moderação",1,0
que falta de educação só sabe xingar,0,1
Ele merece morre 😡 e essa pessoa que meteu a faca nele fez o certo,0,1
"a garotinha tem 8ano com umgosto musical e uma voz perfeita, queria q fosse minha filha",0,0
"cala a boca, arrombado. esses emo sao tudo fresa doente, se acham diferentes mas sao pateticos",1,1
"USER USER Imagine a uma mãe/pai ter um filho imbecil, alienado como esse.... Cresça meu filho. geração tudo gado do bolsonaro",1,1
"viado q usa banheiro feminino é estuprador, devia ser preso na hora",1,0
Respire! Não diga besteira. Reveja o vídeo quantas vezes precisar para entender o que ele quer dizer.,0,0
"rt @user mais surtada que eu, só duas de mim kkkkkkkkkkkkkk 🙆🏾‍♀️",0,0
"Agora falando de mim sou  um amante do rap, que sonha aumentar a vasquia e dominar por completo Marco de canaveses no  mapa objetivo completo  4630 mano just respect",0,0
"surdo devia aprender a ouvir logo, seu imbecil atrapalha minha paz",1,1
USER e vc é um deles né seu bosta do krlh,0,1
"rt @user @user @user caralho,dps dessa eu voltava",0,0
tu é um invejoso não suporta o sucesso alheio,0,1
RT USER: nojento escroto manipulador egocêntrico chato insuportável,0,1
rt @user uma coisa em cima da outra cara,0,0
"Todo branco é mt arrogante, acha que é melhor que todos",1,0
@user te amo lindo,0,0
eu só queria ser bom em alguma coisa,0,0
"Um retardado se mata de beber, aí depois tentam proibir todo o resto de beber tb URL",0,1
uma voz dentro de mim ta gritando “vai ô idiota”  a outra voz diz “calma minha fia não se afoba não”,0,0
ele muda de conta mas a personalidade de piranha que mama casado continua URL,0,0
"adorei, seus videos sao fodas",0,0
"Vocês são mt preconceituosos, nem ligam pra diversidade",1,0
teu pai é um mentiroso não dá para confiar,0,1
@user como eles adoram tirar foto assim...,0,0
"USER cala a boca, arrombado. Todo comunista é burro ou se faz pqp?",1,1
"USER Vc é um oportunista mentiroso, enganador, nao é diferente desses comunistas golpistas",1,1
USER Comenta sobre o samba do crioulo... Uma fala racista que você teve lá dentro. bando de branquelo fdp?,1,1
"nordestino tem sotaque ridiculo, da vergonha de te ouvir pobre sujo",1,1
porra to quase fazendo um bolão,0,0
"ESTÁ ESGOTANDOOOOOOOOOOOOOOOO!!!!!!!!! É PRÉ-VENDA, iremos produzir 20 camisas para o início da Coleção e aos poucos vamos lançar mais e mais modelos pra vocês. Aos interessados chamar na DM. SÃO APENAS 20 CAMISAS, LIMITADÍSSIMO ! https://t.co/eX1IBYOvGV",0,0
"tô de saco cheio disso, mostro as tatuagens bem feliz da vida e ela solta um “tá e agr chega né?” chega o cacete, eu vou ser a sobrinha q tu não desejava porra, n sou a garota que tu queria q eu fosse, que tu fazia vestir rosa da cabeça aos pés, que não retruca e os caramba.. velha chata da porra",0,1
estou no passo 4 🤠,0,0
"USER rolha de poço maldita. Mano, não dá pra discutir com obesos, é perda de tempo",1,1
"agora gringo que vir aqui falar merda da gente, seu imbecil",1,1
"Esses GAYS do sul são mt arrogantes, nem sabem o que é humildade",1,0
Sua feia vai alisar seu cabelo pixain de nego sujo,1,1
Bolsonaro é um frio serial killer: coloca o que passa fome contra o que morre asfixiado sem assistir nenhum dos dois.,0,1
Onze santos acima do bem e do mal ? Cadê um poder moderador ? Devemos confiar cegamente nos ministros do STF ? Ou devemos nos curvar perante eles ? Devemos aceitar que uma nação fique prostrada perante eles ? Não !!! #STFVergonhaNacional https://t.co/g8Vb7j3IQv,0,0
rt @user gosto de irritar o menino q'eugosto pq ele bravo é fica ainda +gostoso https://t.co/2wwk8nywst,0,0
"Negros são mt cheios de vícios, só sabem ser preguiçosos e fdp",1,0
FAZ CALMA AGR SEU ARROMBADO FUDIDO DO CARALHO,0,1
"q nojo dessas trans, bando de seboso",1,0
sei lá o jeito que eu me iludo com quem não vale a pena é diferente :(,0,0
"ah então se ferra, vc vendo meus tweets não vai mudar bosta nenhuma na minha vida tbm",0,1
"gordo transpirando no onibus é tortura, cheiro de queijo velho",1,0
Você user é um fracassado não consegue nada,0,1
USER mano eu fui mordida por um bicho estranho tá coçando mt,0,0
Esses negros são mt tristes e cheios de podre,1,0
Mulheres são complicadas e não sabem ser práticas,1,0
Eu sou idiota mil vezes idiota em ficar seguindo meu coração por pura burrice msm,0,0
"mulher q nao quer ser mae é anti-natural, falhando como ser humano, some daqui, sua inútil",1,1
"mano quanto tempo vai demorar pra vcs perceberem q a vida dos outros NÃO é da conta de vcs? o namoro, a amizade, oq veste, oq come, quem beija ou deixa de beijar, se transa ou não, se ta gorda ou magra... TOMEM CONTA DA VIDA DE VCS!!!",0,0
"essas biba são mt chatas, sempre querem mandar e nem sabem o que é respeito",1,0
"Estádios cansaram de vaiar, mandar a Dilma tomar no cú e nunca vi ela tentar SENSURAR alguém, mais o BUNDA MOLE, BOLSA DE COCO quer dar o ar da graça! aprendam a ser gnt e parem de ouvir esse bosta bolsomions do carai",1,1
"Às vezes queremos que Deus mude as coisas e resolva nossos problemas, mas não queremos conversar com Ele sobre, achamos que Deus tem que fazer simplesmente porque é Pai e sabe da nossa necessidade. Deus quer que nos relacionamos com Ele, nos acheguemos, Ele sente saudade.🙏❤️",0,0
"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",0,0
judeu é um povo safado. USER Deveria ser preso. Crime inafiançável desse homem bomba.,1,1
vou é dormir esses dois tempos de matemática slk velho chato fdp fala muito smt seu cachorro,0,1
USER burra é vc vagabunda imunda desativa,0,1
tu é um inútil USER não serve pra nada além de seguir ordens,0,1
USER Vc é o mesmo calhorda safado de sempre.,0,1
"Os argentinos são todos individualistas, não pensam no coletivo.",1,0
"Esses caras do mercado são mt fdp, sempre aumentando o preço",1,0
Quando vejo um homem já sei que vem merda por aí,1,0
"negro q fala certinho é ridículo, tentando ser branco de alma",1,0
"Essas mulheres são mt chatas, sempre reclamando e não fazendo nada",1,0
"Essas mulatas são mt chatas, sempre com a mesma atitude",1,0
"USER É mau caratismo que chama, ou seja, é o mesmo de sempre, mentiroso, corrupto, aproveitador e incompetente.",0,1
"pais da desgraça , USER os pais a outra o filho e ganha direito , essa mísera tinha que mofár na cadeia porra ...",0,1
"esses maconheiro deviam ser preso, viciado n presta",1,0
"preto so sabe fazer baderna e pedir esmola, trabalhar q é bom nada",1,0
Gays do sul são arrogantes e não sabem ser modestos,1,0
vai se fuder velho sinico. Os velhos adoram se fazer de vítima né,1,1
Excelente que o flow tenha esta oportunidade de lidar com tal realidade contemporânea perigosa em que qualquer pessoa despreparada pode emitir publicamente opinião sem ter fundamentos e profundidade reflexiva! Como grande de número de pessoas também “não a tem” se veem representados nas barbáries do monark aumentando a massa de idiantes (idiotas arrogantes ). Parabéns por responderem com reflexão e esclarecimento!,0,1
"Acho que a USER tem razão em chamar atenção do Biel sim pq ele é um folgado, mas a USER é muito barraqueira muito estúpida sai palavrão a cada segundo da boca dela e é muito barraqueira credo... Pra que ser barraqueira desse jeito coisa feia. favelado sempre sujando tudo que toca",1,1
"Todo negro é mt perigoso, sempre causando confusão",1,0
"Negros são mt preguiçosos, nem sabem o que é educação",1,0
"Por que os mulatos sempre são os mesmos, ta mt repetitivo",1,0
"USER seu animal, esses estuprador não tem um pingo de cérebro",1,1
"@user Daqui até a ehpow é pelo menos uns 40 min caminhando. Eu sou sedentário, eu morro nos primeiros 20 e ainda tem q voltar dpois. Sem falar q se vcs forem ficar na lam pra jogar, eu jogar em casa é de graça, carai",0,0
essa geyzada ta fd USER fico putinha?,1,1
"USER voce é um animal. Esses budistas se acham superiores, que piada",1,1
o facada mal dada.esse lixo. retardado tudo chorando agora!!,1,1
"USER bunda mole, tu deixou teu time jogar 5 vezes a série B kkkk, torcida mais frouxa e covarde que existe. Tirou o pau do Flamengo da boca já? Atomozinho penta série B",1,0
Esses homens de lá são mt preconceitos e nem sabem o que é senso,1,0
USER vai se foder. tenho repulsa de negroides,1,1
"os viados tao cada vez piores e eu achando que era impossivel. USER Pq o cara tem um pênis de borracha e usa ele ora bater em mulheres? O cara mó viadinho, anda e fala que nem um peroba, tem pênis de borracha e ainda bate em mulher. Isso é uma bixona...viadinho escroto.",1,1
USER de merda revoltada USER \ /,0,1
petista porco. quem é de esquerda tem q se fuder e calar a boca,1,1
"indio devia sumir mesmo, atraso do pais é culpa deles",1,0
vai se foder monstro biologico. Odeio todos esses boilinhas com todas as minhas forças,1,1
Comerciantes são aproveitadores e só pensam em lucro,1,0
USER USER ESTA USER EM TUDO MENOS NA PARTE QUE USER USER Q A USER E USER USER ELA E USER PRA KRL tinha que ser mulher pra fazer tanta merda,1,1
"aiii vampiro,vapiro,oh USER USER oh USER USER//cala a boca porra!! USER USER USER USER!!!",0,1
"negro q fala de racismo reverso é burro, nunca foi escravizado de verdade",1,0
"mulher negra é tudo grosseria, nao tem educação nem classe",1,0
"Esses negros são mt desonestos, sempre com a mesma atitude",1,0
Ai aonde a tua maconha te levou KKKkKkkK desse país de bosta que é a colombia,1,1
"criança autista é culpa da vacina, os pais q aceitam isso sao retardados",1,0
USER USER se mancaaaaa bando de macaco seboso. eh a miley ze buceta,1,1
pro pessoal do fandom é canon só o que eles querem que seja kkkk pena,0,0
"Tem coisa que só um homem bomba é capaz de fazer, faça um servico ao mundo e se explode doente",1,1
odeio que comentem sobre o que eu como ou deixo de comer é INSUPORTÁVEL ser vegetariana perto de gente chata vc simplesmente fala que não come carne e a pessoa se sente na obrigação de falar que vc tá errado aí vai se fuder e vai cuidar da sua própria vida caralho,0,1
